Star Rating,Review Title Cleaned,Review Description Cleaned
5.0 out of 5 stars,very good product,these buds are really good casual use are very visually appealing battery life feels good enough can last about 3 days week touch controls are easy learn are very convenient case earbuds bit large compared other buds but also plays huge part making mustangs hood asthetic case tries make stickers comes are also very good good product ford mustang lovers tooread more
5.0 out of 5 stars,earbuds,amazing earbuds price design looks super premium unique sound quality excellent powerful bass battery life impressive lasting many hours single charge great music gaming daily use overall perfect budgetfriendly choice style performanceread more
5.0 out of 5 stars,quality music,truke mega 10 true wireless earbuds offer impressive combination sound quality battery life premium design 24bit lossless spatial audio 13mm drivers delivers rich bass clear immersive sound making music videos enjoyable massive 70hour battery life fast charging extremely convenient daily use while 40ms lowlatency mode works well gaming streaming without noticeable delay dual pairing allows smooth switching between devices enc ensures clear call quality even noisy environments matte jet black finish looks stylish feels premium making these earbuds great valueformoney choice everyday users music lovers gamersread more
4.0 out of 5 stars,design sound quality,good quality productread more
5.0 out of 5 stars,excellent allaround earbuds – great music calls workouts,i’ve been using these earbuds they’ve quickly become one my favorite tech purchases sound quality topnotch punchy bass clear highs—perfect all kinds music even video streamingone best features active noise cancellation blocks out background noise really well whether i’m working busy café or walking outside transparency mode also super helpful when i need stay aware my surroundingsthey’re also great workouts fit secure comfortable even during long runs or gym sessions plus they’re sweatresistant which must anyone using them while exercisingthe microphone quality excellent too—people other end calls say i sound crystal clear even when i’m outside or movebattery life solid pairing instant case compact convenient overall fantastic pair earbuds premium features great price highly recommendread more
1.0 out of 5 stars,company can improve product,product good but i can not use more 1 howar because if i use more then 1 howar so my ears start paningread more
3.0 out of 5 stars,average then previous models,not better than previous earbuds good balance sound but expensive than previous earbudsand i got problem after 10 day when i connect call sounds comes very low my mobileread more
5.0 out of 5 stars,classic earbuds by truke,product offers excellent functionality works smoothly all my devicesit pairs quickly my phone laptopnoise cancellation works well blocks out most background noise connectivity strong stable no interruptions during calls or musiccharging ability super fast battery backup truly impressive sound clarity top notch deep bass clear vocals car start stop sound feels awesomecomfort level amazing even after long hours userecommended all totally worth itread more
5.0 out of 5 stars,overall good product,im loving truke mega 10 sound quality topnotch deep bass clear vocals calling also great battery life impressive – lasts me full day single charge fit comfortable dual connection feature works well premium matte finish looks sleek touch controls are super responsive great value moneyread more
2.0 out of 5 stars,promising but problematic returning due flaws,these earbuds have some strong positives great sound good dual connectivity fair price however they are let down by critical issuesthe microphone system defective—the left one doesnt work my voice too quiet callers touch controls are also far too sensitive causing me accidentally disconnect calls over ten timeswhen i tried get replacement service unresponsive after 5 days no update i decided just return them refund disappointing experience overall due products flaws poor supportread more
5.0 out of 5 stars,truke mega 9 definitely great option,i have been using truke mega 9 while now i genuinely liked overall experience sound quality feels quite premium price range clear audio very impressive bass stands out while listening musicthe battery backup another strong point easily lasts long enough daily use without frequent charging design both case earbuds simple yet attractive they are very pocketfriendly despite minimal design they give nice premium slightly luxurious feelthe calling quality good works well regular use although there still some room improvement however considering price performs quite welloverall if you are looking stylish budgetfriendly earbuds strong bass good battery life premium feel truke mega 9 definitely great optionread more
4.0 out of 5 stars,good quality product i like,i bought truke mega 9 blue honestly it’s great deal price sound clear bass feels good watching movies or listening music enjoyable call quality also nice people can hear me clearlythe battery backup amazing i barely have charge case because lasts long time earbuds connect quickly every time i open case switching between phone laptop smooththe build light comfortable wear long periodsa really solid choice everyday use if you want good sound long battery life low price one worth buyingread more
5.0 out of 5 stars,good sound battery backup,i recently bought truke mega 9 earbuds overall i am satisfied product sound quality good clear voice decent bass because 13mm speakers battery backup very impressive lasts many hours so charging not needed frequently leather finish case also looks nice premium call quality good enc mics latency low while watching videos overall good product value money price rangeread more
1.0 out of 5 stars,bad product,you saidwriting review after using almost 5 months sound quality okay not great bad quality hardware 5 months 2 times given service center bangalore there few service center so dropping collecting item 2 times more costly than earbuds if earbuds idle mode means connected but no song playing then automatically goes shutdown earbuds after shutdown cant restart by touch option restart your have put those earbuds charging box then only earbuds will startnever ever buy truke productsrewrite good englishchatgpt saidhere’s polished clear version your review good english keeping same meaning strong tonewriting review after using product almost five monthsthe sound quality average not impressivethe hardware quality poorwithin five months i had visit service center twicein bangalore there are very few service centers so traveling twice drop off collect earbuds cost me more than earbuds themselveswhen earbuds are connected but idle no music playing they automatically shut down after shutting down they cannot be restarted using touch controls turn them back you must place them charging casei strongly recommend never buying truke productsread more
5.0 out of 5 stars,great sound battery life,they sound really clear good bass plus battery easily lasts days i especially love forest green colour premium leather finish looks stylish unique overall great value price smooth connectivity solid performanceread more
5.0 out of 5 stars,quality,impressive sound quality truke mega 9 earbuds deliver 24bit lossless spatial audio 70h battery life fast charging leather finish ultralow latency make them perfect gaming music 4mic enc ensures clear calls value moneyread more
3.0 out of 5 stars,sound clarity,good quality i expectedread more
4.0 out of 5 stars,performance par good dual pairing but,1st day performance good earphones lasted 5 hours dual pairing performed multiple tasks those 5 hours music calls watching videos havent tested gaming yet because ill get time gaming march size weight perfect fit small purses or add last moment overfilled laptop bag2nd day also gave good performance night i charged box about hour or so next day i noticed one side pictured wrinkly i thought glue checked my bag but wasnt i realised might be because charging because i tried removing but started feel skeleton box 😢 ruins look feel but im more practical than anything elseim keeping coz useful mic wonderful sound quality also good connectivity has me impressed too price rangei will update my review if performance fluctuatesupdatepersonally huge drawback once shuts off without case nearby has no such control switch back previous boult ear buds i using until now had function where you press ear buds 5 seconds switches very convenient useful featureupdate after 3 monthssound quality averagebattery extremely average welland doesnt stay put earsa 3star product which i would gladly buy if battery design could be improved exchange bit higher priceread more
5.0 out of 5 stars,nice performance,immersive sound 24bit spatial audio 13mm drivers premium leathertextured design looks stylish 70h playtime fast charging super convenient low latency mode great gaming clear calls enc microphones great value money budgetfriendlyread more
5.0 out of 5 stars,stylish earbuds,nice ear pods stylish looking good great colour sound quality very good fast charging mic quality good value money touch controlread more
5.0 out of 5 stars,great daily use,i loved sound quality newly launched true wireless earbuds best part clarity music calls has spatial audio enhance music experience premium leather design long battery life lasts daysread more
5.0 out of 5 stars,stylish design beastly battery,truke mega 12 total steal leathertextured finish looks premium 70h playtime incredible—i almost forget charge them sound crisp solid bass thanks 13mm drivers spatial audio adds nice immersive touch great value daily use gamingread more
1.0 out of 5 stars,waste money,bad product battery backup worst touch control not worth waste money not suggest tis product mic worst noise cancellation not workingread more
5.0 out of 5 stars,awesome,these wireless earbuds be good quality amazing sound excellent noise cancellation they are comfortable sitting well over ears feature longlasting battery backup quick charging capabilities bluetooth connectivity receives mixed reviews while some find very good others report connectivity issuesread more
5.0 out of 5 stars,excellent sound quality 👍,earbuds offer excellent sound deep bass very clear vocals battery life also very good bluetooth connectivity excellent softtouch finish feels like leather fish skin price point these earbuds deliver excellent musical experienceread more
5.0 out of 5 stars,super clean good battery,super clean sound good battery life built quality actually feels premium literary people other side are able hear us clearly so mics are good tooread more
1.0 out of 5 stars,bad sound quality,didnt liked sound qualityread more
1.0 out of 5 stars,sound problem,media could not be loadedsound problemread more
5.0 out of 5 stars,marvellous awe inspiring built like steel go,alright everyone please read review carefully 6 july 2025 today 23rd august 2025 i will have spent 2 years using these awesome marvellous earbuds these have been 2 years extreme rigorous very very careless usage these earphones are still prime condition needless add im avid consumer music l wear my earbuds almost all day long ive worn them gym while running theyve seen lot sweat lot earwax most days i fall asleep while wearing them get up them either under them or floor ive been very very merciless these earbuds i have not used them i have exploited them after allll theyre still prime condition mic these works extremely well they charge pretty quickly box takes little longer get fully charged but lasts long time call quality voice quality everything awesome their response your touch also very durable awesome happens ever so oftent im gym my phone drenched sweat screen starts malfunctioning result i cant take calls but thanks these earphones even after all sweat moisture they respond my touch instantly amd im able take calls gym while driving 2 wheelers 4 wheelers everythingyou know i lost their charging box somewhere so i purchased another set same earphones just box im still using old earbuds new box i have dropped them quite roughly several times one or two times i have thrown them away because i angry due some reason theyre still going one without ounce reduction quality why im calling them marvellous after such rough extreme usage i just cant find any big noticable flaw them but yes ill like add everything depreciates time after 2 years usage their batter life isnt good when they were new but sound quality durability still 90 how when they were newthere may be some people who are extra extra critical would say they give 46 music 3 blah blah blah sound bass dont bother listening nerds wannabe tech gurus go best class marvel engineering gonna be one those few purchases youre gonna be proud over outread more
4.0 out of 5 stars,overall review after 1 year using,one best product bought buy me starting i only had issue fitting earbuds my ear they were falling but soon after they started fitting perfectly sound quality quite decent battery life also quite good overall product worth buy lives upto expectationread more
5.0 out of 5 stars,oneplus nord buds 3r stylish sturdy smart ⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐ absolutely loving these buds great buy 🔥i just picked up these oneplus nord buds 3r from amazon im very impressed here’s quick breakdown help you decide 👇✨ design comfort• case feels incredibly sturdy premium hand sleek finish 👌• buds super lightweight stylish 💎• fit extremely comfortable i can wear them hours without any pain 😌📱 amazing app integration heymelody• official support yes works seamlessly heymelody app 🎉• features you can easily customize touch controls check precise battery levels manage eq settings perfect sound 🎧 so convenient🎮 note gaming mode• while most things are perfect gaming mode has tiny bit latency 🤏• if you are very serious gamer you might notice very minor sound lag during fastpaced games movies music it’s flawless 🎬🎶💰 final verdict• overall toptier product highquality feel 🏆• if you want sleek design great app support perfect choice highly recommended ✅read more
5.0 out of 5 stars,sound,among myriad audio accessories available market today particular model air buds offered by oneplus stands out remarkably one preeminent choices exceptional qualities elevate toptier position within category making incredibly compelling option discerning users seeking superior sound functionalityread more
5.0 out of 5 stars,good experience,unbelievable experience oneplus earbuds sound really osm sound also very smooth doesnt high or low equal so i think one best earbuds under 1800 dont think too much just go itread more
5.0 out of 5 stars,funtastically amazing,i recently bought oneplus nord buds 3r i’m honestly super impressed design looks fantastic color gives really premium feel fits perfectly my ears so i can wear comfortably long hours without any discomfortthe sound quality amazing clear vocals good bass making music calls enjoyable battery life another big highlight — easily lasts long time without needing frequent charging which very convenientoverall it’s great product price stylish comfortable powerful — definitely worth buyingread more
4.0 out of 5 stars,honest review after 1 week use,i am sharing my honest review after using these earbuds one week previously i used boat nirvana ion so my comparison based experienceprosthe sound quality goodbattery backup playback time also goodthe build quality feels solid premiumfit perfectly ears not loose allconsthese earbuds do not have eardetection sensor because i have manually pause music before removing earbuds from my ears feature available nirvana ion very usefulthe bluetooth connectivity range seems weak after moving just 4–5 steps away from phone music starts glitching or disconnecting not issue nirvana ion—even from two rooms away stayed connectedread more
4.0 out of 5 stars,comfortable good performance,good sound quality comfortable fit long battery life connectivity stable overall performance good daily use worth priceread more
5.0 out of 5 stars,better fit good anc,excellent my use airpods slips from my ears stays firm anc goodread more
5.0 out of 5 stars,very nice product 👌,nice product noise cancelation option very niceread more
5.0 out of 5 stars,great quality,product really good price within 4kread more
4.0 out of 5 stars,⭐ honest review samsung galaxy buds core smr410,⭐ honest review samsung galaxy buds core smr410sound signature these earbuds are tuned people who like soft balanced clear audio if you want loud punchy sound heavy bass these are not youthat said samsung phones especially android 14 sound output overall experience are noticeably better✅ prosexcellent sound claritysoft balanced clean audio vocals instruments sound natural not harshoutstanding call qualitymic quality topclass segment calls are clear crisp stable no complaints heregood anc performanceanc works well daily use like traffic fans office noise not flagshiplevel but effectivesuper comfortable fitinear fitting excellent buds stay secure during walking workouts or daily movement very hard dropsolid build qualityfeels well made durable case buds both feel premium pricevery good battery lifelonglasting battery both earbuds case easily lasts full day usebest value samsung ecosystemwith samsung phone experience smooth polished totally worth money❌ consnot loud or bassheavypeople who love loud volume punchy bass may feel disappointed especially nonsamsung phonesconnectivity issues nonsamsung devicesoccasional problems likeno autoconnect sometimesdelayed connectionplaypause malfunctionmic not working calls occasionallyapp communication errorsanc doesn’t work single earbudanc requires both earbuds be usesamsung device required full featuresto unlock app features you must first register earbuds using samsung phoneotherwise they work basic but decent earbudswireless charging missingthis feature would have made perfectai features not applicableno practical ai usage despite samsung branding🔚 final verdictsamsung phone usersclose your eyes buy no second thoughts experience excellentnonsamsung usersstill recommended but expect lower loudness occasional connectivity hiccups once connected performance stable except volumeoverallgreat earbuds amazing within samsung’s ecosystem comfortable reliable excellent calls balanced music samsung just needs improve crossdevice compatibility⭐ rating 45 55 samsung usersread more
5.0 out of 5 stars,buds core,every thing good but item price cost high compared other seller song i dedicate kiko rivera victory ole oleread more
5.0 out of 5 stars,good,samsung always rocks too goodread more
4.0 out of 5 stars,noise cancelation technology premium quality,amazing product samsungread more
2.0 out of 5 stars,average,average sound not so comfortableread more
5.0 out of 5 stars,value money,extremely satisfied product received🤩🤩sound quality 💯💯built quality 💯💯compatibility 💯💯durability 💯💯clarity 💯💯call quality 💯💯too good pleasego without any second thought ☺️☺️read more
4.0 out of 5 stars,awesome earbuds great features,i am using these earbuds almost 45 days almost 67 hours so my review gonna be long i will tell some procons about these earbudspros1 their design awesome their fit won’t be giving you any discomfort2 build quality top notch but not very premium so they kinda justify their price point3 bass very good so audiophiles can relax treble also balanced so audio not drowned bass lastly mid crisp so vocals sound loud clear4 hey melody app will add lot value already value added earbuds however pro model non pro models come different set features aka their no transparency mode non pro models no onoff feature5 great touch sensitivity their are no issues they function perfectlycons1 questionable battery lifenot bad these earbuds claim lot battery life but that’s not true all you will get 57 hours anc if you turn off then you might get 79 hours which good2 anc also questionable good but not perfect you can still hear things if it’s turned 49db just marketing gimmick3 delay audio if connected 2 devices if you connect 2 devices then there will be delay one device mostly like lag when you are listening songs goes away when just one device4 pricing pro nonpro model one costed me like 2700 nonpro model 2000 makes no sense there are just 2 features missing from nonpro model onoff ambient noise so if that’s not important you go nonpro model 700 extra just waste they sound similar 32db 49db anc just marketing gimmick my friend had nonpro model sounded similar mine ancconclusion go pro model if you want transparency mode that’s something i use lot if not just buy nonpro model these are very good earbuds they are also best when comes anc other features same features are costing lot different brands lastly i am attaching 3 eq presets balance vocal bass which are better than default ones they are up notch hopefully helps others if they want customise their earbuds sound profile you can tweak them if you want something extraps cost cutting packaging appalling i got previous nord buds box solid cardboard but one just filmsy paper boxread more
5.0 out of 5 stars,good product should be bought,nice product only got difficulty while connecting my mobile has different way connect but once connected really good have good bass sound clarity even noise cancellation works very good price should b bought real review basically i never provide review good product from amazon because what we expect from amazon however i continuously updating bad reviews poor product so i think if something good then also need be appreciatedread more
5.0 out of 5 stars,fantastic vfm product,amazing quality earbuds clear voice superior battery life super easy connect my iphone take all day work calls from laptop simultaneously ideal both music calls eliminates background noise more than expected price pointhands down best product under 2kread more
5.0 out of 5 stars,15years later,i have been using from last 15 years still strong performer​overall impressionafter 18 months daily use i’m still incredibly happy tws has held up well though there are few quirks keep mind regarding case call quality​the good audio comfort​sound quality casual listener i’m impressed bass punchy vocals remain crystal clear treble crisp it’s good average person who loves music movies youtubeanc i generally dont use anc drains battry very fast but i can assure very good budgettransparency mode you will feel if you are not wearing your tws all​comfort fit they stay secure even while walking however fit subjective they fit me perfectly but my sister found them bit too bulky smaller ears kept falling off​battery life if you keep anc off dont take many calls battery feels nearly endlessthe case sleek slides into pockets easily while durable be careful if you drop case magnets arent always strong enough keep buds from flying out goodluck using stick take out your buds from under table😂​the heymelody app i highly recommend using companion app find my buds feature has been lifesaver me i often lose them my bedding after falling asleep them in​the cons call quality​microphone performance weakest link people often struggle hear me reporting my voice sounds too low mic tends pick up lot background chatter environmental noise making difficult use calls crowded areas​final verdict​if you are average person like me who cares about sound quality looking upgrade then these tws are youread more
5.0 out of 5 stars,deep bass,really impressed these earbuds sound quality clear balanced deep bass doesn’t overpower vocals active noise cancellation works surprisingly well especially busy environments they fit comfortably feel secure even during long use battery backup solid fast charging very convenient dual pairing makes switching between devices smooth overall great value price — stylish design premium feel reliable performance definitely good buy 🎧👍read more
5.0 out of 5 stars,good product value money,after using week i fall love these earbuds clear sound quality deep bass unique design mercury colour awesome look super fast stable connectivity comfortable wear anc works well noisy places while listening music 360° spatial audio featurei feel relaxed huge battery backup overall great product justify price worth buyingread more
5.0 out of 5 stars,one best earbuds mid premium rangemust buy,writing review after 10 days usage i recently bought master buds 2 my daily office work gym i am impressed their performance sound quality amazing noise app makes experience better more control over earbuds sound crisp clear tuned by bose which shows delivering rich audio experience makes listening music taking calls pleasure one standout features active noise cancellation anc which works exceptionally well block out ambient noise makes them perfect use busy environments or during travel allowing me focus completely what i’m listening design sleek comfortable fitting securely long hours wear without any discomfort overall master buds 2 offer great value their price excellent anc impressive sound qualitybattery 1010sound 910build quality 8510comfort 1010highly recommended office professionalsread more
5.0 out of 5 stars,best ever earbuds,super impressed these buds sound crisp solid bass anc actually makes noticeable difference noisy places they’re comfy long use battery easily lasts through day pairing quick call quality clear too overall great value price 👍read more
5.0 out of 5 stars,good product,i’ve been using these earbuds while now overall i’m quite impressed sound quality clear wellbalanced decent bass doesn’t overpower mids highs they work well both music calls i didn’t notice any major distortion even higher volumesthe fit comfortable secure making them suitable long listening sessions or workouts design sleek lightweight so they don’t feel bulky ears connectivity has been smooth so far quick pairing minimal dropoutsbattery life another strong point—they easily last through day regular use charging case adds extra convenience touch controls if applicable are responsive though they may take little time get used toon downside noise isolation could be better especially very loud environments also microphone quality decent but not exceptional calls noisy surroundingsoverall these earbuds offer good value price are solid choice everyday useread more
5.0 out of 5 stars,experience every penny used,what breath taking look design best classs model strong noise cancellation 51db separates us from outer world best used traffic flights or metro audio quality by bose gives clear balanced notes comfortable use dual device pairing profor userread more
5.0 out of 5 stars,long battery backup comfortable earbuds,these buds are super premium easy pair my phone laptop same time very comfortable inside ears i can use long time noise cancellation working perfectly sound quality top notch customisable tooread more
5.0 out of 5 stars,game changer premium audio,i’ve used lot tws earbuds over years most them fall into two buckets either they’re loud bassheavy but messy or they’re balanced but boring master buds 2 sit nicely middle that’s what makes them interestingthe first thing you notice sound tuning these are tuned sound by bose shows bass deep but controlled mids are clean highs don’t pierce your ears even after long listening sessionsother things i likedlhdc hires audio supportdual device pairingfast chargegood batterycomfortable fitpremium rather unique designif you’re looking earbuds under ₹10k focus sound quality anc call clarity rather than just bass marketing features these are definitely worth consideringread more
5.0 out of 5 stars,best budget segment,posting review after 2 weeks usage works perfectly fine both official calls laptop listening music phone anc awesome bass sound clarity good worth budget battery capacity great comfort fittingread more
5.0 out of 5 stars,great sound,great sound punchy bass clear vocals comfortable fit solid battery life quick connectivity feels premium price—definitely worth itread more
5.0 out of 5 stars,worth,excellent earbuds from my side⭐⭐⭐⭐⭐the sound quality very clearthe bass goodanc also good even when anc off you can hardly hear outside noise while listening songcomfort ear also goodthe battery life really good i received product morning 29th march 70 charge i charged buds about 10–15 minutes reach 100 now today 1st april charge case still 80my 3799 worth oneplus nord buds 4 prothank you oneplusread more
4.0 out of 5 stars,blindly go if your budget under 3999₹,oneplus nord buds 4 pro budget beast punches way above weight 🔥 45 stars ive been using these buds from past 4 days now wow—theyve totally blown me away under ₹3999 segment first off battery life straightup excellenta single charge buds delivers solid 6 hours playback even anc case charges from 0100 just 60 minutes—perfect my onthego lifestyle hyderabads hustle no more midday topupsthey truly shine once you install heymelody app—thats secret sauce unlocks their maximum potential eq tweaks custom controls moresoundwise bass punchy immersive without muddiness making my workouts commutes epicanc surprisingly good price blocking out traffic noise like champ transparency mode what i call partial mode lets conversations flow naturally—gamechanger callstook up notch bgmi game mode partial sound mode impressive af low latency crystalclear audio cues—no lag no distractions feels prolevel gaming without breaking bankbuild feels premium fit secure ip55 sweat resistance legit gym sessions pairing instant if youre hunting valuepacked buds these are it—dont sleep themprosepic 6hr bud battery 60min full case chargeheymelody app unlocks beast modesolid anc thumping basstransparencypartial mode magicgame mode crushes bgmiminor con app essential full features but free easyhighly recommend—grab now before prices jump 💯cons need take few breaks while using them longer period usage can cause sharp strike your ears common afterall comes white matt finish which really good but even matt cannot hide dirt marks specially oilly matt cannot hide oil or sweat marks which dsnt look good allread more
1.0 out of 5 stars,average,build average qualitybattery backup goodconnectivity goodsound averageear comfortable fittingprice very costlyread more
5.0 out of 5 stars,thumping buds,one best buds out there right nowfrom sound quality fit all top notchpros looks fit awesome feather light budssound quality just too good one best infact thumping baas clear mids lows you dont need those dual driver buds anymore tuning really goodi am using both s24 ultra find x8 both buds performing like beastcons case slippery must use cover but right now no covers available thereupdateafter full day use different music genre i am really surprised instruments differentiation spatial 3d audio effects thumping bass effects more accurate samsung s24 ultra than oppo find x8read more
5.0 out of 5 stars,best price segment,audio quality great ans works really goodread more
5.0 out of 5 stars,good earbuds,good fitting comfort best performance audio connectivity also goodread more
5.0 out of 5 stars,earbuds redefine comfort quality,if you prioritize comfort prefer halfinear buds like i do samsung galaxy buds 3 are gamechanger ive always found traditional inear buds uncomfortable struggled find perfect balance between comfort sound quality i previously used buds live their comfortable fit but sound didnt meet my expectations i also have soundcore inear models which are good but i couldnt wear them extended periodswhen samsung announced galaxy buds 3 i eager try them out especially im already embedded samsung ecosystem i prebooked them without hesitation im thrilled say they’ve exceeded my expectationsthe galaxy buds 3 are best halfinear earbuds market their premium case futuristic design fit snugly comfortably ear offering feel inear buds without discomfort call quality impressive listening music treat robust bass wellbalanced highs lows active noise cancellation anc surprisingly effective providing quiet listening experience even noisy environmentsfeatures like ai voice commands work seamlessly custom equalizer 360degree audio enhance overall listening experience pinch swipe gestures are intuitive responsive making easy control playback manage calls neck stretch reminder useful addition wireless charging fast compatible other wireless magsafe chargers i use although offers 2 3 fewer options compared pro model wear app i find perfectly adequatein summary if youre searching comfortable halfinear earbuds excellent sound quality advanced features samsung galaxy buds 3 are worth every penny look no further—these are truly fantasticread more
1.0 out of 5 stars,waste money,i have been using product past 2 months only built quality ear phone good rest there nothing i can give good feedback about fitting not all good looks weird while wearing these i have faced charging issues sometimes one ear bud gets completely discharged while 9ther 100 charged sound quality also not what you expect from something above 10k disappointed productread more
4.0 out of 5 stars,good call quality but stopped working mere 15 days they replaced promptly,i initially wanted buy buds 3 pro but mistakenly purchased these hurry prime day however i found open design quite appealing sound quality very good not excellent noticeable anc lows are loud but highs could use some improvementthe call quality significant improvement compared all previous earbuds ive used including buds 3 pro sony wf1000xm4in terms appearance they look great i really love caseunfortunately one earbud stopped working while i gym wouldnt charge or be recognized by galaxy wear app i bought them emi so now im stuck paying something i cant use since parts arent readily available service center kind malfunction never happened my previous earbuds whether they were realme samsung buds 3 pro or sony xm4 because experience i will refrain from buying new models their release day from now im considering buying new nothing earbuds next timeoverall ratingssound quality 45appearance 55build quality 35 one earbud stopped workingcomfort 45 open design allowed longer wear without feeling air pressure fit great me never had issues doing jumping jacks or running needed screw sometimes get anc right align sound opening ear canalsafter sales service 45 service centers are widespread cities but parts new model are not availableupdate they fixed gave me back 5 daysread more
5.0 out of 5 stars,comfortable wear good performance,very comfortable wear ear connectivity smooth battery lasts long well sound output nice value moneyread more
3.0 out of 5 stars,does not fit well,product cannot fit well some ear shapes especially since lacks soft tip available pro version should have been called out clearly product description useless person whom i intended so i am using even me external ear hurts after while again due item not sitting comfortably there are no accessories like earhooks available rather expensive item so we should think through well before buying no complaints about connectivity sound quality anc etc so farread more
1.0 out of 5 stars,not worth,there are no ear tips so buds do not stay snuggly fit because there no proper seal sound appears distant whenever buds change position your ears active noise cancelation also suffers because same issue controls are very difficult use if you have larger fingers each time i use controls moves buds aroundthe buds2 lot better option moment if you are looking samsung optionread more
5.0 out of 5 stars,comfortable fit excellent quality,i faced no fit issues even though many videos reviews said so didnt come out even while i working out depends ears shape i guess best try yourselfsound quality excellent me not having silicon ear tips important products design perfectread more
5.0 out of 5 stars,super comfortable great samsung ultra,i bought these mainly because they come without silicone tips they completely solved my purpose openfit design feels much more comfortable compared traditional inear earbudseven without silicone buds fit well my ears are comfortable long listening sessions sound quality decent daily use especially calls casual musicit also works really well samsung s26 ultra connectivity smooth seamlesssince there no tight seal noise cancellation not very strong — but that’s expected type designoverall if you are someone who doesn’t like silicone earbuds prefers comfort good choice👉 suggestion do try once instore before buying fit may vary from person personread more
1.0 out of 5 stars,not worth money,not worth paying buds4 while there proper alternative like airpods 4 better sound quality instead choose buds4 pro which has better anc just be aware not returnable itemread more
3.0 out of 5 stars,battery backup,battery backup lowread more
3.0 out of 5 stars,no head gestures control buds4,buds does not have head gesture controlread more
1.0 out of 5 stars,very bad device,not fitting ear very bad deviceread more
1.0 out of 5 stars,waste money,totally waste moneymics not working properlywaste moneynot comfortablefitting not propersound quality goodconnectivity goodread more
5.0 out of 5 stars,super comfortable great samsung ultra,i bought these mainly because they come without silicone tips they completely solved my purpose openfit design feels much more comfortable compared traditional inear earbudseven without silicone buds fit well my ears are comfortable long listening sessions sound quality decent daily use especially calls casual musicit also works really well samsung s26 ultra connectivity smooth seamlesssince there no tight seal noise cancellation not very strong — but that’s expected type designoverall if you are someone who doesn’t like silicone earbuds prefers comfort good choice👉 suggestion do try once instore before buying fit may vary from person personread more
1.0 out of 5 stars,not worth money,not worth paying buds4 while there proper alternative like airpods 4 better sound quality instead choose buds4 pro which has better anc just be aware not returnable itemread more
3.0 out of 5 stars,battery backup,battery backup lowread more
3.0 out of 5 stars,no head gestures control buds4,buds does not have head gesture controlread more
1.0 out of 5 stars,very bad device,not fitting ear very bad deviceread more
1.0 out of 5 stars,waste money,totally waste moneymics not working properlywaste moneynot comfortablefitting not propersound quality goodconnectivity goodread more
5.0 out of 5 stars,100 original made vietnam,⭐️⭐️⭐️⭐️⭐️ excellent purchase – premium quality great pricei recently purchased samsung buds 3 pro from amazon during heavy discount offer i must say – absolutely worth these earbuds are 100 original made vietnam which reassured me their authenticity build qualitysound quality audio crisp wellbalanced immersive bass strong but not overpowering active noise cancellation works surprisingly well even noisy environmentscomfort fit design sleek fits perfectly ears without causing any discomfort even during long listening sessionsbattery life battery backup impressive easily lasting full day mix calls music anc use fast charging feature also big plusfeatures touch controls are responsive seamless connectivity my samsung phone smooth quick love added galaxy ecosystem benefitsoverall i’m extremely happy purchase if youre getting discount steal highly recommended anyone looking premium wireless earbuds excellent performanceread more
5.0 out of 5 stars,lovely product,what lovely product just love design sound buds glow just wow adaptive sound recognition very goodlooks feel very premium got transparent cover top itself transparent onegot 11500 sale very much worth pricea must haveread more
4.0 out of 5 stars,calling experience sounf performance,excellent quality 👌 sound quality premium bass excellent mic work such proper manner best calling experienceread more
1.0 out of 5 stars,charging issue,extremely disappointed samsung galaxy buds 3 pro – charging issuei purchased samsung galaxy buds 3 pro from amazonin 4 august 2025 within short time they have started showing serious charging problems one side often refuses charge even when both charge battery drains unusually fastfor such premium product completely unacceptable i trusted samsung even use their phone watch tablet but these buds have been big disappointment instead enjoying music calls i am constantly struggling charging issuessamsung really needs fix quality these buds right now i would not recommend anyone waste their money galaxy buds 3 proread more
5.0 out of 5 stars,genuine product excellent sound tech,omg worried about genuinity seeing pricing got buds 3 pro 95k never u can imagine buds 3 pro rocks features superb build quality best sound quality swipe pinch touch sensor light option voice command gem amazing response u dont have do anything just tell volume up or down stop or play music fast reponse thank seller amazing deal thanx samsung productread more
5.0 out of 5 stars,best product,amazing product 100 originalread more
5.0 out of 5 stars,good buy,i really like these buds overall but i wouldn’t recommend them iphone users just yet ambient mode there’s occasionally sharp screeching noise which i hope samsung fixes future update noise cancellation solid—better than some though not quite best compared leading competitors what really sets them apart sheer number features function packed there’s lot here explore enjoyif you manage grab them during deal they’re definitely worth moneycons• no multipoint connection nonsamsung phones or pcs• missing qi2 wireless charging supportread more
5.0 out of 5 stars,must try good,awesome sound qualitybuds battery life 6 hrs 360⁰audiouhd audio single chargecase battery life 6hr × 3 times approximately 3 days once i will charge casecomfortable yes very good very lite weight sometimes ill forget my ears much goodconnectivity if your are samsung guys best everread more
1.0 out of 5 stars,bad sound quality,didnt liked sound qualityread more
1.0 out of 5 stars,sound problem,media could not be loadedsound problemread more
