Star Rating,Review Title,Review Description
5.0 out of 5 stars,Truke Mega 9 is definitely a great option.,"I have been using the Truke Mega 9 for a while now and I genuinely liked the overall experience. The sound quality feels quite premium for this price range, with clear audio and very impressive bass that stands out while listening to music.The battery backup is another strong point, as it easily lasts long enough for daily use without frequent charging. The design of both the case and the earbuds is simple yet attractive, and they are very pocket-friendly. Despite the minimal design, they give a nice premium and slightly luxurious feel.The calling quality is good and works well for regular use, although there is still some room for improvement. However, considering the price, it performs quite well.Overall, if you are looking for stylish, budget-friendly earbuds with strong bass, good battery life, and a premium feel, the Truke Mega 9 is definitely a great option.Read more"
4.0 out of 5 stars,"Good Quality Product - ""I like it""","I bought the Truke Mega 9 Blue, and honestly, it’s a great deal for the price. The sound is clear, the bass feels good, and watching movies or listening to music is enjoyable. Call quality is also nice and people can hear me clearly.The battery backup is amazing. I barely have to charge the case because it lasts a long time. The earbuds connect quickly every time I open the case, and switching between phone and laptop is smooth.The build is light and comfortable to wear for long periods.A really solid choice for everyday use . If you want good sound, long battery life, and a low price, this one is worth buying.Read more"
5.0 out of 5 stars,Good Sound and Battery Backup,"I recently bought the truke Mega 9 earbuds and overall I am satisfied with the product. Sound quality is good with clear voice and decent bass because of the 13mm speakers. Battery backup is very impressive and lasts for many hours, so charging is not needed frequently. The leather finish case also looks nice and premium. Call quality is good with the ENC mics and latency is low while watching videos. Overall it is a good product and value for money in this price range.Read more"
1.0 out of 5 stars,Bad product,"You said:Writing this review after using almost 5 months..* Sound Quality is Okay not that great.* Bad Quality Hardware* In 5 Months 2 times given to service center.* In Bangalore there is few service center, so dropping and collecting the item 2 times is more costly than earbuds.* If earbuds in idle mode means connected but no song is playing then automatically it goes to shutdown the earbuds. After shutdown can't restart by touch option.. To restart your have to put those earbuds to the charging box then only earbuds will start.NEVER EVER BUY TRUKE PRODUCTSrewrite in good EnglishChatGPT said:Here’s a polished and clear version of your review in good English, keeping the same meaning and strong tone:Writing this review after using the product for almost five months.The sound quality is average and not impressive.The hardware quality is poor.Within five months, I had to visit the service center twice.In Bangalore, there are very few service centers, so traveling twice to drop off and collect the earbuds cost me more than the earbuds themselves.When the earbuds are connected but idle (no music playing), they automatically shut down. After shutting down, they cannot be restarted using touch controls. To turn them back on, you must place them in the charging case.I strongly recommend never buying Truke products.Read more"
5.0 out of 5 stars,Great sound and battery life,"They sound really clear with good bass, plus the battery easily lasts for days. I especially love the forest green colour and premium leather finish, it looks stylish and unique. Overall, great value for the price with smooth connectivity and solid performance.Read more"
5.0 out of 5 stars,Quality,"Impressive sound quality  truke Mega 9 earbuds deliver 24-bit lossless spatial audio and 70H battery life. Fast charging leather finish, and ultra-low latency make them perfect for gaming and music. 4-mic ENC ensures clear calls. Value for moneyRead more"
3.0 out of 5 stars,Sound clarity,Good quality as I expectedRead more
4.0 out of 5 stars,"Performance on par, good dual pairing but...","1st day performance was good. Earphones lasted 5 hours with dual pairing and performed multiple tasks in those 5 hours - music, calls and watching videos. Haven't tested on gaming yet, because I'll get time for gaming in March. Size and weight is perfect to fit in small purses or add in last moment in an overfilled laptop bag.2nd day also gave good performance. That night I charged the box for about an hour or so. Next day I noticed that one side (as pictured) was wrinkly. I thought it was glue and checked my bag, but it wasn't. I realised it might be because of the charging because I tried removing it but started to feel the skeleton of the box. 😢 It ruins the look and feel, but I'm more practical than anything else.I'm keeping it coz it's useful. Mic is wonderful, sound quality is also good. And connectivity has me impressed too at this price range.I will update my review if performance fluctuates.Update:Personally huge drawback is that once it shuts off without the case nearby, it has no such control to switch it back on. Previous Boult ear buds I was using until now had the function where you press the ear buds for 5 seconds and it switches on, very convenient and useful feature.Update after 3 months:Sound quality is average.Battery is extremely average as well.And it doesn't stay put in the ears.A 3-star product which I would gladly buy if battery and design could be improved in exchange for a bit higher price.Read more"
5.0 out of 5 stars,Nice performance,"- Immersive sound with 24-bit spatial audio and 13mm drivers- Premium leather-textured design looks stylish- 70H playtime with fast charging is super convenient- Low latency mode great for gaming- Clear calls with ENC microphones- Great value for money, budget-friendlyRead more"
5.0 out of 5 stars,Stylish earbuds,"Nice ear pods, stylish, looking good, great colour, sound quality is very good, fast charging, mic quality is good, value for money, touch control.Read more"
5.0 out of 5 stars,Great for daily use,"I loved the sound quality of this newly launched True Wireless Earbuds, the best part is the clarity in music and calls. It has Spatial Audio to enhance the music experience, Premium Leather Design, and a long battery life that lasts for days.Read more"
5.0 out of 5 stars,Stylish Design & Beastly Battery,"The truke Mega 12 is a total steal. The leather-textured finish looks premium, and the 70H playtime is incredible—I almost forget to charge them. Sound is crisp with solid bass thanks to the 13mm drivers, and the spatial audio adds a nice immersive touch. Great value for daily use and gaming.Read more"
1.0 out of 5 stars,Waste of money,Bad product battery backup worst touch control not worth waste of money not suggest tis product mic worst noise cancellation not workingRead more
5.0 out of 5 stars,Awesome.....,"These wireless earbuds to be of good quality, with amazing sound and excellent noise cancellation. They are comfortable, sitting well over the ears, and feature a long-lasting battery backup with quick charging capabilities. The Bluetooth connectivity receives mixed reviews - while some find it very good, others report connectivity issues.Read more"
5.0 out of 5 stars,Excellent sound quality 👍,"The earbuds offer excellent sound with deep bass and very clear vocals. The battery life is also very good. The Bluetooth connectivity is excellent, and the soft-touch finish feels like leather fish skin. At this price point, these earbuds deliver an excellent musical experience.Read more"
5.0 out of 5 stars,Super Clean with good Battery,"Super Clean sound with good Battery Life, the built quality actually feels premium and literary people the other side are able to hear us clearly so mics are good tooRead more"
1.0 out of 5 stars,Bad sound quality,didn't liked the sound quality.Read more
1.0 out of 5 stars,Sound problem,The media could not be loaded.Sound problemRead more
5.0 out of 5 stars,"Marvellous , awe inspiring , built like steel , GO FOR IT..!!!","Alright everyone , please read this review carefully as it's 6 july 2025 today and on the 23rd of August 2025 , i will have spent 2 years using these awesome and marvellous earbuds... These have been 2 years of extreme , rigorous and very very careless usage and these earphones are still in prime condition, needless to add I'm an avid consumer of music ,l wear my earbuds almost all day long , I've worn them in the gym , while running , they've seen a lot of sweat , a lot of earwax , most of the days ,i fall asleep while wearing them and get up with them either under them or on the floor, I've been very very merciless with these earbuds , I have not used them ,I have exploited them, after allll of this ,  they're still in prime condition, the mic on these works extremely well, they charge pretty quickly , the box takes a little longer to get fully charged but it lasts for a long time , call quality, voice quality , everything is awesome , their response to your touch is also very durable and awesome , it happens ever so oftent that I'm in the gym and my phone is drenched in sweat and it's screen starts malfunctioning and as a result I can't take calls , but thanks to these earphones , even after all the sweat and moisture they respond to my touch instantly amd I'm able to take calls , in the gym, while driving, 2 wheelers , 4 wheelers , everything...you know I lost their charging box somewhere , so I purchased another set of the same earphones just for the box and im still using the old earbuds with the new box , I have dropped them quite roughly several times , one or two times I have thrown them away because I was angry due to some reason and they're still going one without an ounce of reduction in quality ,  this is why I'm calling them marvellous... After such rough and extreme usage , i just can't find any big noticable flaw in them.... But yes , I'll like to add that everything depreciates with time , after 2 years of usage , their batter life isn't as good as when they were new , but the sound quality ,the durability, it's still 90% of how it was when they were new...There may be some people who are extra extra critical and would say they give 4.6 to music , 3. Blah blah blah to sound , to bass , don't bother listening to nerds and wannabe tech gurus , go for it , best in class , marvel of engineering , this is gonna be one of those few purchases that youre gonna be proud of , over and out...Read more"
4.0 out of 5 stars,Overall review after 1 year of using.,"one of the best product bought buy me, in the starting i only had issue with the fitting of the earbuds in my ear as they were falling of but soon after they started fitting perfectly the sound quality is quite decent and battery life is also quite good overall this product is worth to buy and lives upto its expectation.Read more"
5.0 out of 5 stars,"OnePlus Nord Buds 3r: Stylish, Sturdy & Smart! ⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐ Absolutely Loving These Buds! A Great Buy! 🔥I just picked up these OnePlus Nord Buds 3r from Amazon, and I'm very impressed. Here’s a quick breakdown to help you decide! 👇✨ Design & Comfort• Case: Feels incredibly sturdy & premium in hand. Sleek finish! 👌• Buds: Super lightweight and stylish. 💎• Fit: Extremely comfortable, I can wear them for hours without any pain. 😌📱 Amazing App Integration (HeyMelody)• Official Support: Yes, it works seamlessly with the 'HeyMelody' app! 🎉• Features: You can easily customize touch controls, check precise battery levels, and manage EQ settings for the perfect sound. 🎧 So convenient!🎮 A Note on Gaming Mode• While most things are perfect, the Gaming Mode has a tiny bit of latency. 🤏• If you are a very serious gamer, you might notice a very minor sound lag during fast-paced games. For movies and music, it’s flawless! 🎬🎶💰 Final Verdict• Overall, this is a top-tier product with a high-quality feel. 🏆• If you want sleek design + great app support, this is a perfect choice! Highly recommended. ✅Read more"
5.0 out of 5 stars,Sound,"Among the myriad of audio accessories available on the market today, the particular model of air buds offered by OnePlus stands out remarkably as one of the preeminent choices. Its exceptional qualities elevate it to a top-tier position within its category, making it an incredibly compelling option for discerning users seeking superior sound and functionality.Read more"
5.0 out of 5 stars,Good Experience,Unbelievable experience OnePlus earbuds sound is really osm and sound is also very smooth it doesn't that high or low equal so I think this one is best earbuds under 1800 Don't think too much just go for itRead more
5.0 out of 5 stars,Funtastically amazing,"I recently bought the OnePlus Nord Buds 3R, and I’m honestly super impressed! The design looks fantastic, and the color gives it a really premium feel. It fits perfectly in my ears, so I can wear it comfortably for long hours without any discomfort.The sound quality is amazing with clear vocals and good bass, making music and calls enjoyable. The battery life is another big highlight — it easily lasts a long time without needing frequent charging, which is very convenient.Overall, it’s a great product for the price. Stylish, comfortable, and powerful — definitely worth buying!Read more"
4.0 out of 5 stars,Honest Review After 1 Week of Use,"I am sharing my honest review after using these earbuds for one week. Previously, I used the boAt Nirvana Ion, so my comparison is based on that experience.Pros:The sound quality is good.Battery backup / playback time is also good.The build quality feels solid and premium.Fit perfectly in ears not loose at all.Cons:These earbuds do not have an ear-detection sensor. Because of this, I have to manually pause the music before removing the earbuds from my ears. This feature was available in the Nirvana Ion and was very useful.The Bluetooth connectivity range seems weak. After moving just 4–5 steps away from the phone, the music starts glitching or disconnecting. This was not an issue with the Nirvana Ion—even from two rooms away, it stayed connected.Read more"
4.0 out of 5 stars,Comfortable with Good Performance,"Good sound quality, comfortable fit, and long battery life. Connectivity is stable and overall performance is good for daily use. Worth the price.Read more"
5.0 out of 5 stars,"better fit, good anc",excellent for my use. airpods slips from my ears. this stays firm. anc is goodRead more
5.0 out of 5 stars,Very nice Product 👌,Nice product !Noise cancelation option in very nice.Read more
5.0 out of 5 stars,Great Quality,Product is really good at the price within 4KRead more
4.0 out of 5 stars,⭐ Honest Review: Samsung Galaxy Buds Core (SM-R410),"⭐ Honest Review: Samsung Galaxy Buds Core (SM-R410)Sound Signature These earbuds are tuned for people who like soft, balanced, and clear audio. If you want loud, punchy sound with heavy bass, these are not for you.That said, on Samsung phones (especially Android 14+), sound output and overall experience are noticeably better.✅ ProsExcellent sound claritySoft, balanced, and clean audio. Vocals and instruments sound natural, not harsh.Outstanding call qualityMic quality is top-class for this segment. Calls are clear, crisp, and stable. No complaints here.Good ANC performanceANC works well for daily use like traffic, fans, and office noise. Not flagship-level, but effective.Super comfortable fitIn-ear fitting is excellent. Buds stay secure during walking, workouts, or daily movement. Very hard to drop.Solid build qualityFeels well made and durable. Case and buds both feel premium for the price.Very good battery lifeLong-lasting battery on both earbuds and case. Easily lasts a full day of use.Best value in Samsung ecosystemWith a Samsung phone, the experience is smooth and polished. Totally worth the money.❌ ConsNot loud or bass-heavyPeople who love loud volume and punchy bass may feel disappointed, especially on non-Samsung phones.Connectivity issues on non-Samsung devicesOccasional problems like:No auto-connect sometimesDelayed connectionPlay/pause malfunctionMic not working on calls occasionallyApp communication errorsANC doesn’t work with single earbudANC requires both earbuds to be in use.Samsung device required for full featuresTo unlock app features, you must first register the earbuds using a Samsung phone.Otherwise, they work as basic but decent earbuds.Wireless charging missingThis feature would have made it perfect.AI features not applicableNo practical AI usage despite Samsung branding.🔚 Final VerdictSamsung phone users:Close your eyes and buy it. No second thoughts. The experience is excellent.Non-Samsung users:Still recommended, but expect lower loudness and occasional connectivity hiccups. Once connected, performance is stable except for volume.Overall:Great earbuds. Amazing within Samsung’s ecosystem. Comfortable, reliable, and excellent for calls and balanced music. Samsung just needs to improve cross-device compatibility.⭐ Rating: 4/5 (5/5 for Samsung users)Read more"
5.0 out of 5 stars,Buds core,Every thing is good but item price cost is high as compared to other seller a song i dedicate kiko Rivera victory ole oleRead more
5.0 out of 5 stars,Good,Samsung always rocks too goodRead more
4.0 out of 5 stars,It's noise cancelation technology is premium quality,It's amazing product of samsungRead more
2.0 out of 5 stars,Average,Average sound not so comfortableRead more
5.0 out of 5 stars,Value for money..!!,Extremely satisfied with the product received..🤩🤩Sound quality 💯💯Built quality 💯💯Compatibility 💯💯Durability 💯💯Clarity 💯💯Call quality 💯💯Too good please..go for this without any second thought..!! ☺️☺️Read more
4.0 out of 5 stars,Awesome Earbuds with Great Features,"I am using these earbuds for almost 4-5 days and for almost 6-7 hours so my review is gonna be long. I will tell some pro/cons about these earbuds.Pros:1. Their design is awesome as their fit won’t be giving you any discomfort.2. Build quality is top notch but not very premium so they kinda justify their price point.3. Bass is very good so audiophiles can relax, treble is also balanced so audio is not drowned in bass, lastly the mid is crisp so the vocals sound loud and clear.4. Hey Melody app will add lot of value to already value added earbuds, however pro model and non pro models come with different set of features aka their is no transparency mode in non pro models and no on/off feature.5. Great touch sensitivity as their are no issues to it and they function perfectly.Cons:1. Questionable battery life(not bad), these earbuds claim a lot of battery life but that’s not true at all. You will get 5-7 hours with ANC on and if you turn it off then you might get 7-9 hours which is good.2. ANC is also questionable as its good but not perfect as you can still hear things if it’s turned on. 49db is just marketing gimmick.3. Delay in audio if connected to 2 devices, if you connect 2 devices then there will be delay in one device, mostly like a lag when you are listening to songs, that goes away when its just one device.4. Pricing of Pro and Non-Pro model. This one costed me like 2700 and non-pro model is 2000 and it makes no sense as there are just 2 features missing from non-pro model that is on/off and ambient noise so if that’s not important for you go with non-pro model as 700 extra is just a waste as they sound similar, the 32db and 49db ANC is just marketing gimmick as my friend had non-pro model and it sounded similar to mine with ANC.Conclusion: Go with pro model if you want transparency mode as that’s something I use a lot and if not just buy the non-pro model. These are very good earbuds. They are also the best when it comes to ANC and other features as same features are costing a lot in different brands. Lastly I am attaching 3 EQ presets (Balance, Vocal, Bass) which are better than the default ones as they are up a notch, hopefully it helps others if they want to customise their earbuds sound profile, you can tweak them if you want something extra.P.S The Cost cutting with packaging is appalling, I got previous nord buds box and its solid cardboard but this one is just filmsy paper box.Read more"
5.0 out of 5 stars,Good product should be bought,"Nice product only got difficulty while connecting with my mobile as it has a different way to connect but once it connected, it is really good, have good bass, and sound clarity even noise cancellation works very good. At this price it should b bought , it is real review. Basically I never provide the review for good product from Amazon, because this is what we expect from Amazon however I continuously updating bad reviews for the poor product so I think if something is good then it also need to be appreciated.Read more"
5.0 out of 5 stars,Fantastic VFM product,Amazing quality earbuds with clear voice and superior battery life. Super easy to connect with my Iphone and take all day work calls from laptop simultaneously. Ideal for both music and calls as it eliminates background noise more than expected at this price point.Hands down the best product under 2K.Read more
5.0 out of 5 stars,1.5Years later,"I have been using it from last 1.5 Years and its still a Strong Performer​Overall ImpressionAfter 18 months of daily use, I’m still incredibly happy with this TWS. It has held up well, though there are a few quirks to keep in mind regarding the case and call quality.​The Good: Audio & Comfort​Sound Quality: As a casual listener, I’m impressed. The bass is punchy, vocals remain crystal clear, and the treble is crisp. It’s good for an average person who loves music, movies, and YouTube.ANC: I generally dont use ANC as it drains the battry very fast. But I can assure its very good for this budget.Transparency mode: You will feel as if you are not wearing your TWS at all.​Comfort & Fit: They stay secure even while walking. However, fit is subjective. They fit me perfectly, but my sister found them a bit too bulky for smaller ears and it kept falling off.​Battery Life: If you keep ANC off and don't take many calls, the battery feels nearly endless.The case is sleek and slides into pockets easily. While it's durable, be careful: if you drop the case, the magnets aren't always strong enough to keep the buds from flying out. Goodluck using a stick to take out your buds from under the table..😂​The ""HeyMelody"" App: I highly recommend using the companion app. The 'Find My Buds' feature has been a lifesaver for me, as I often lose them in my bedding after falling asleep with them in.​The Cons: Call Quality​Microphone Performance: This is the weakest link. People often struggle to hear me, reporting that my voice sounds too low and the mic tends to pick up a lot of background chatter and environmental noise, making it difficult to use for calls in crowded areas.​Final Verdict​If you are and average person like me who cares about the sound quality and looking for an upgrade then these TWS are for you..Read more"
5.0 out of 5 stars,Deep bass,"Really impressed with these earbuds! The sound quality is clear and balanced, with deep bass that doesn’t overpower vocals. Active noise cancellation works surprisingly well, especially in busy environments. They fit comfortably and feel secure even during long use. Battery backup is solid, and fast charging is very convenient. Dual pairing makes switching between devices smooth. Overall, great value for the price — stylish design, premium feel, and reliable performance. Definitely a good buy! 🎧👍Read more"
5.0 out of 5 stars,Good Product Value for money,"After using for a week, I fall in love with these earbuds. Clear sound quality with deep bass. Unique design and Mercury colour is awesome in look. super fast and stable connectivity. Comfortable to wear and ANC works well in noisy places. While listening to music in 360° Spatial Audio feature,I feel relaxed. Huge battery backup. Overall, great product that justify it's price. Worth buying.Read more"
5.0 out of 5 stars,One of the best earbuds in mid premium range(must buy),"Writing this review after 10 days of usage. I recently bought the Master Buds 2, for my daily office work and gym, and I am impressed with their performance. The sound quality is amazing. The noise app makes the experience better with more control over the earbuds. The sound is crisp and clear, tuned by Bose which it shows, delivering a rich audio experience that makes listening to music and taking calls a pleasure. One of the standout features is the Active Noise Cancellation (ANC), which works exceptionally well to block out ambient noise. This makes them perfect for use in busy environments or during travel, allowing me to focus completely on what I’m listening to. The design is sleek and comfortable, fitting securely for long hours of wear without any discomfort. Overall, the Master Buds 2 offer great value for their price with excellent ANC and impressive sound quality.Battery 10/10sound: 9/10Build quality: 8.5/10Comfort: 10/10Highly recommended for office professionalsRead more"
5.0 out of 5 stars,BEST EVER EARBUDS,"Super impressed with these buds! The sound is crisp with solid bass, and the ANC actually makes a noticeable difference in noisy places. They’re comfy for long use and the battery easily lasts through the day. Pairing is quick, and call quality is clear too. Overall, great value for the price 👍Read more"
5.0 out of 5 stars,Good product,"I’ve been using these earbuds for a while now, and overall, I’m quite impressed. The sound quality is clear and well-balanced, with decent bass that doesn’t overpower the mids and highs. They work well for both music and calls, and I didn’t notice any major distortion even at higher volumes.The fit is comfortable and secure, making them suitable for long listening sessions or workouts. The design is sleek and lightweight, so they don’t feel bulky in the ears. Connectivity has been smooth so far, with quick pairing and minimal dropouts.Battery life is another strong point—they easily last through the day with regular use, and the charging case adds extra convenience. The touch controls (if applicable) are responsive, though they may take a little time to get used to.On the downside, the noise isolation could be better, especially in very loud environments. Also, the microphone quality is decent but not exceptional for calls in noisy surroundings.Overall, these earbuds offer good value for the price and are a solid choice for everyday use.Read more"
5.0 out of 5 stars,Experience for every penny used.,"What a breath taking look and design! This is best in classs model.  Its strong Noise Cancellation of 51db separates us from the outer world. It is best used in traffic, flights or metro. Its audio quality by Bose gives clear and balanced notes. It is comfortable to use. Its dual device pairing is a proFor UserRead more"
5.0 out of 5 stars,Long battery backup and comfortable earbuds.,These buds are super premium and easy to pair with my phone and laptop at same time. It's very comfortable inside the ears and I can use this for long time. Noise cancellation working perfectly. Sound quality is top notch and customisable too.Read more
5.0 out of 5 stars,Game changer in premium audio,"I’ve used a lot of TWS earbuds over the years, and most of them fall into two buckets - either they’re loud and bass-heavy but messy, or they’re balanced but boring. The Master Buds 2 sit nicely in the middle, and that’s what makes them interesting.The first thing you notice is the sound tuning. These are tuned with Sound by Bose, and it shows. The bass is deep but controlled, the mids are clean, and the highs don’t pierce your ears even after long listening sessions.Other things I liked:LHDC Hi-Res audio supportDual device pairingFast chargeGood batteryComfortable fitPremium and rather unique designIf you’re looking for earbuds under ₹10K that focus on sound quality + ANC + call clarity rather than just bass and marketing features, these are definitely worth considering.Read more"
5.0 out of 5 stars,Best for this Budget segment,Posting review after 2 weeks of usage. Works perfectly fine for both official calls in laptop and listening music in phone. ANC is awesome. Bass and Sound clarity is good. Worth for the budget. Battery capacity is great. Comfort in fitting.Read more
5.0 out of 5 stars,Great sound,"Great sound with punchy bass and clear vocals. Comfortable fit, solid battery life, and quick connectivity. Feels premium for the price—definitely worth it!Read more"
5.0 out of 5 stars,Worth it,"Excellent earbuds from my side.⭐⭐⭐⭐⭐The sound quality is very clear.The bass is good.ANC is also good. Even when ANC is off, you can hardly hear outside noise while listening to a song.Comfort in ear is also good.The battery life is really good. I received this product on the morning of 29th March with 70% charge, and I charged the buds for about 10–15 minutes to reach 100%. Now, today (1st April), the charge in the case is still at 80%.My 3799/- is worth it for ONEPLUS Nord Buds 4 ProThank you :- ONEPLUSRead more"
4.0 out of 5 stars,Blindly Go for it if your budget is under 3999₹,"OnePlus Nord Buds 4 Pro: Budget Beast That Punches Way Above Its Weight! 🔥 4/5 Stars I've been using these buds from past 4 days  now, and wow—they've totally blown me away in the under ₹3999 segment! First off, battery life is straight-up excellent.A single charge on the buds delivers a solid 6 hours of playback (even with ANC on), and the case charges from 0-100% in just 60 minutes—perfect for my on-the-go lifestyle in Hyderabad's hustle. No more mid-day top-ups!They truly shine once you install the HeyMelody app—that's the secret sauce. It unlocks their maximum potential with EQ tweaks, custom controls, and more.Sound-wise, the bass is punchy and immersive without muddiness, making my workouts and commutes epic.ANC is surprisingly good for the price, blocking out traffic noise like a champ, and the transparency mode (what I call partial mode) lets conversations flow naturally—game-changer for calls!Took it up a notch with BGMI in game mode + partial sound mode, and it was impressive AF. Low latency, crystal-clear audio cues—no lag, no distractions. Feels pro-level gaming without breaking the bank.Build feels premium, fit is secure (IP55 sweat resistance is legit for gym sessions), and pairing is instant. If you're hunting value-packed buds, these are it—don't sleep on them!Pros:Epic 6hr bud battery + 60min full case chargeHeyMelody app unlocks beast modeSolid ANC + thumping bassTransparency/partial mode magicGame mode crushes BGMIMinor con: App is essential for full features (but it's free and easy).Highly recommend—grab now before prices jump! 💯Cons: need to take few breaks while using them as for longer period usage can cause a sharp strike to your ears it's common  afterall and it comes white matt finish which is really good  but even matt cannot hide dirt marks  specially oilly  as matt cannot hide oil or sweat marks which dsnt look good at allRead more"
1.0 out of 5 stars,Average,Build Average QualityBattery backup goodConnectivity GoodSound AverageEar comfortable fittingPrice very costlyRead more
5.0 out of 5 stars,The thumping buds,"One of the best buds out there right now..from sound quality to fit all top notch.Pros :Looks and fit is awesome, feather light buds.Sound quality just too good, one of the best infact. The thumping baas with clear mids and lows. You dont need those dual driver buds anymore, the tuning is really good.I am using in both s24 ultra & find x8, in both this buds is performing like a beast.Cons :The case is slippery, must use with a cover but right now no covers available there.**update:after a full day use in different music genre, i am really surprised that the instruments differentiation, spatial 3d audio effects & thumping bass effects is more accurate in samsung s24 ultra than oppo find x8.Read more"
5.0 out of 5 stars,Best in this price segment,Audio quality is great and ANS works really good.Read more
5.0 out of 5 stars,Good earbuds,Good fitting and comfort best performance. Audio and connectivity also good.Read more
5.0 out of 5 stars,Earbuds That Redefine Comfort & Quality.,"If you prioritize comfort and prefer half-in-ear buds like I do, the Samsung Galaxy Buds 3 are a game-changer. I've always found traditional in-ear buds uncomfortable and struggled to find the perfect balance between comfort and sound quality. I previously used the Buds Live for their comfortable fit, but the sound didn't meet my expectations. I also have Soundcore in-ear models, which are good, but I couldn't wear them for extended periods.When Samsung announced the Galaxy Buds 3, I was eager to try them out, especially as I'm already embedded in the Samsung ecosystem. I prebooked them without hesitation, and I'm thrilled to say they’ve exceeded my expectations.The Galaxy Buds 3 are the best half-in-ear earbuds on the market. Their premium case and futuristic design fit snugly and comfortably in the ear, offering the feel of in-ear buds without the discomfort. Call quality is impressive, and listening to music is a treat with robust bass and well-balanced highs and lows. The active noise cancellation (ANC) is surprisingly effective, providing a quiet listening experience even in noisy environments.Features like AI voice commands work seamlessly, custom equalizer and 360-degree audio enhance the overall listening experience. The pinch & swipe gestures are intuitive and responsive, making it easy to control playback and manage calls. The neck stretch reminder is useful addition. Wireless charging is fast and compatible with other wireless and MagSafe chargers I use. Although it offers 2 to 3 fewer options compared to the Pro model in the Wear app, I find it perfectly adequate.In summary, if you're searching for comfortable half-in-ear earbuds with excellent sound quality and advanced features, the Samsung Galaxy Buds 3 are worth every penny. Look no further—these are truly fantastic!Read more"
1.0 out of 5 stars,Waste of Money !,"I have been using the product for the past 2 months. Only the built quality of the ear phone is good, rest there is nothing that I can give good feedback about. The fitting is not at all good, It looks weird while wearing these. I have faced charging issues sometimes, one ear bud gets completely discharged while the 9ther is 100% charged. The sound quality is also not what you expect from something above 10k !Disappointed with this product.Read more"
4.0 out of 5 stars,Good call quality but stopped working in a mere 15 days. They replaced promptly.,"I initially wanted to buy the Buds 3 Pro but mistakenly purchased these in the hurry of Prime Day. However, I found the open design quite appealing. The sound quality is very good, not excellent, with noticeable ANC. The lows are loud, but the highs could use some improvement.The call quality is a significant improvement compared to all previous earbuds I've used, including the Buds 3 Pro and Sony WF-1000XM4.In terms of appearance, they look great, and I really love the case.Unfortunately, one earbud stopped working while I was at the gym. It wouldn't charge or be recognized by the Galaxy Wear app. I bought them on EMI, so now I'm stuck paying for something I can't use since parts aren't readily available at the service center. This kind of malfunction never happened with my previous earbuds, whether they were Realme, Samsung Buds 3 Pro, or Sony XM4. Because of this experience, I will refrain from buying new models on their release day from now on. I'm considering buying the new Nothing earbuds next time.Overall Ratings:Sound Quality: 4/5Appearance: 5/5Build Quality: 3/5 (one earbud stopped working)Comfort: 4/5 (open design allowed for longer wear without feeling air pressure, fit was great for me, never had issues doing jumping jacks or running. Needed to screw in sometimes to get the ANC right and align the sound opening to ear canals)After Sales Service: 4/5 (service centers are widespread in cities, but parts for this new model are not available)Update: they fixed and gave me back in 5 days.Read more"
5.0 out of 5 stars,Comfortable to wear. Good performance.,Very comfortable to wear in ear. The connectivity is smooth and battery lasts long as well. Sound output is nice. Value for money!Read more
3.0 out of 5 stars,Does not fit well,"This product cannot fit well on some ear shapes, especially since it lacks the soft tip available in the pro version. It should have been called out clearly in the product description. It is useless for the person whom I intended, so I am using it. Even for me, the external ear hurts after a while, again due to the item not sitting comfortably. And there are no accessories like earhooks available for this rather expensive item. So we should think through well before buying. No complaints about connectivity, sound quality, ANC etc so far.Read more"
1.0 out of 5 stars,Not worth it,"There are no ear tips, so the buds do not stay snuggly fit. Because of this there no proper seal and the sound appears distant whenever the buds change position in your ears. The active noise cancelation also suffers because of the same issue.  The controls are very difficult to use if you have larger fingers. And each time I use the controls it moves the buds around.The Buds2 is lot better option at the moment if you are looking for a Samsung option.Read more"
5.0 out of 5 stars,Comfortable fit and excellent quality.,"I faced no fit issues, even though many videos and reviews said so. It didn't come out even while I was working out. It depends on the ear's shape I guess. Best to try for yourself.Sound quality is excellent. For me, not having the silicon ear tips was important, this product's design is perfect!!Read more"
5.0 out of 5 stars,Super comfortable & great with Samsung Ultra,"I bought these mainly because they come without silicone tips, and they completely solved my purpose. The open-fit design feels much more comfortable compared to traditional in-ear earbuds.Even without silicone, the buds fit well in my ears and are comfortable for long listening sessions. Sound quality is decent for daily use, especially for calls and casual music.It also works really well with Samsung S26 Ultra, and the connectivity is smooth and seamless.Since there is no tight seal, noise cancellation is not very strong — but that’s expected with this type of design.Overall, if you are someone who doesn’t like silicone earbuds and prefers comfort, this is a good choice.👉 Suggestion: Do try it once in-store before buying, as fit may vary from person to person.Read more"
1.0 out of 5 stars,Not worth the money,It's not worth paying this for buds4 while there is a proper alternative like airpods 4 with better sound quality.. instead choose buds4 pro which has better ANC. Just be aware this is not returnable item.Read more
3.0 out of 5 stars,Battery Backup,Battery Backup is LowRead more
3.0 out of 5 stars,No head gestures control in this buds4,This buds does not have head gesture control.Read more
1.0 out of 5 stars,Very bad device,Not fitting to ear. Very bad deviceRead more
1.0 out of 5 stars,Waste of money,Totally Waste of moneyMics not working properlyWaste of moneyNot comfortableFitting not properSound quality goodConnectivity goodRead more
